instrument,exchange,symbol,price,index_price,price_change_24h_pct,volume_24h_usd,volume_usd_change_percent_24h,long_volume_usd,short_volume_usd,long_volume_quantity,short_volume_quantity,open_interest_quantity,open_interest_usd,open_interest_change_percent_24h,funding_rate,next_funding_timestamp,open_interest_volume_radio,oi_vol_ratio_change_percent_24h,requested_instrument,long_liquidation_usd,short_liquidation_usd,funding_rate_pct,fetch_timestamp
PENGU_USDT,MEXC,PENGU/USDT,0.007988,0.00799,-0.46,18825187.52521,4.32,9325782.177,9499405.36761,11132,11377,1006202400.0,8038550.9736,-1.28,-0.0023,1780243200000.0,0.427,-5.36,PENGU,,,-0.23,2026-05-31 22:11:46.810970
PENGUUSDT,ApeX Omni,PENGU/USDT,0.007991,0.007993,-0.5,16512990.25,68.1,8441162.02,8071828.23,38836,37200,9919380.0,79265.76558,-0.47,0.001093,,0.0048,-40.74,PENGU,,,0.1093,2026-05-31 22:11:46.810970
PENGU-USDT-SWAP,OKX,PENGU/USDT,0.007989,0.007993,-0.45,8906205.0234,-61.15,4235111.5878,4671093.4356,12172,13503,522236000.0,4171621.168,-6.26,0.00354110424899,1780243200000.0,0.4684,141.32,PENGU,657.64,2230.5,0.3541,2026-05-31 22:11:46.810970
PENGU_PERP,WhiteBIT,PENGU/USDT,0.007988,0.008,-0.44,8749808.9647,-2.95,3893733.31317,4856075.66183,34279,86709,574774730.0,4591300.54324,1.19,0.005,1780243200000.0,0.5247,4.25,PENGU,,,0.5,2026-05-31 22:11:46.810970
PENGUUSDT,Bybit,PENGU/USDT,0.007988,0.007993,-0.47,8542154.779,-59.82,4143474.2306,4398680.5585,41891,41910,1576330060.0,12591724.52,-0.43,0.000759,1780243200000.0,1.4741,147.83,PENGU,132.17,4028.08,0.0759,2026-05-31 22:11:46.810970
PENGU-USDC,BingX,PENGU/USDC,0.007975,0.007978,-0.46,6482625.920013,-0.39,3240820.61629,3241805.334623,432065,432018,176656249.0594,1408656.93,-2.04,0.004,1780243200000.0,0.2173,-1.63,PENGU,,,0.4,2026-05-31 22:11:46.810970
PENGUUSDT_UMCBL,Bitget,PENGU/USDT,0.007989,0.007993271444656,-0.46,2398707.740298,-72.8,1092615.0307,1306092.709698,6165,6842,1050385936.0,8391533.242704,2.52,0.0043,1780243200000.0,3.4984,276.9,PENGU,8878.47,7267.41,0.43,2026-05-31 22:11:46.810970
PENGUUSDTM,KuCoin,PENGU/USDT,0.007988,0.007993,-0.46,2122694.49504,-75.6,1019740.02768,1102954.47756,9951,11329,1357465110.0,10840716.36846,-1.15,0.0046,1780243140440.0,5.1071,305.2,PENGU,,,0.46,2026-05-31 22:11:46.810970
PENGUUSDT,Bitunix,PENGU/USDT,0.007988,0.007989,-0.47,1572565.565367,-51.84,750559.707093,822005.867974,8819,8685,155492759.0,1242231.651651,39.1,-0.002306,1780243200000.0,0.7899,188.81,PENGU,,,-0.2306,2026-05-31 22:11:46.810970
PENGUUSDC,Binance,PENGU/USDC,0.007975,0.00798521,-0.45,1483511.727307,-63.87,705119.517257,778392.21945,16022,18068,176895507.0,1410741.668325,-2.18,0.002137,1780243200000.0,0.9509,170.76,PENGU,0.0,2463.04,0.2137,2026-05-31 22:11:46.810970
PENGU-USD,Hyperliquid,PENGU/USD,0.007992,0.007994,-0.54,1349482.302687,-59.1,825190.793587,524291.5094,2782,1666,665431992.0,5318132.480064,4.9,0.00125,1780239600000.0,3.9409,156.49,PENGU,0.0,92.28,0.125,2026-05-31 22:11:46.810970
PENGU-USDT,BingX,PENGU/USDT,0.00799,0.007993,-0.45,1349058.7460067,-50.88,617109.5790783,731949.1470284,17260,17128,144158929.7784,1151685.69,-50.72,0.0036,1780243200000.0,0.8537,0.33,PENGU,,,0.36,2026-05-31 22:11:46.810970
PENGU_USDT,Gate,PENGU/USDT,0.007989,0.007991,-0.6,610148.4203,-75.56,273268.6307,336879.7896,1570,1961,171463400.0,1369821.1026,-0.04,-0.0009,1780243200000.0,2.2451,309.02,PENGU,1.61,0.0,-0.09,2026-05-31 22:11:46.810970
PENGU-USD,Extended,PENGU/USD,0.007997,0.007984206356,0.0,122891.08,-69.44,61682.87,61208.21,42,104,37509050.0,299292.715056,-6.51,0.0013,,2.4354,205.88,PENGU,,,0.13,2026-05-31 22:11:46.810970
PENGU_USDC,MEXC,PENGU/USDC,0.007971,0.007983,-0.5,109655.53861,19.03,52895.74296,56759.80575,3939,3966,8237020.0,65657.28642,-14.12,0.002,1780243200000.0,0.5988,-27.85,PENGU,,,0.2,2026-05-31 22:11:46.810970
PENGUUSDT,CoinEx,PENGU/USDT,0.007992,0.007991,-0.47,99611.29218,-63.78,64831.46388,34779.8285,5721,3023,15798065.0,126289.73161,-1.11,0.0,1780243200482.0,1.2678,173.0,PENGU,,,0.0,2026-05-31 22:11:46.810970
PF_PENGUUSD,Kraken,PENGU/USDT,0.007982,0.0079865,-0.66,87817.622,-86.67,46292.802,41524.81,196,229,39005100.0,311338.7082,2.82,0.0008718151388889,1780239600000.0,3.5453,671.22,PENGU,,,0.0872,2026-05-31 22:11:46.810970
PENGU-PERP,Coinbase,PENGU/USDC,0.007989,0.007983,-0.65,74573.559528,-57.27,56467.134028,18106.4255,71,34,15898536.0,127013.404104,44.45,0.0024,,1.7032,238.07,PENGU,,,0.24,2026-05-31 22:11:46.810970
PENGUUSDT,Aster,PENGU/USDT,0.007995,0.00799371,-0.29,27222.22941,-91.93,11376.45,15845.77941,126,144,11769892.0,93900.198376,0.64,0.005,1780243200000.0,3.4494,1147.07,PENGU,,,0.5,2026-05-31 22:11:46.810970
PENGU-USDT,HTX,PENGU/USDT,0.007972,0.0079945,-0.33,19211.6347,-76.52,7374.4601,11837.1746,430,2266,7000800.0,55810.3776,0.75,0.005,1780243200000.0,2.905,329.16,PENGU,,,0.5,2026-05-31 22:11:46.810970
PENGUPERP,Bybit,PENGU/USDC,0.007965,0.007986,-0.38,9638.065,-91.26,5117.1219,4520.9431,30,57,16374380.0,130667.55,-6.68,0.005,1780243200000.0,13.5574,967.51,PENGU,,,0.5,2026-05-31 22:11:46.810970
PENGUUSD-PERP,Crypto.com,PENGU/USD,0.007979,0.007984,-0.15,1527.2908,-97.15,275.65,1251.6408,14,30,2724500.0,21738.7855,-5.26,-0.0003697,1780239600000.0,14.2336,3222.5,PENGU,,,-0.037,2026-05-31 22:11:46.810970
PENGU-USD-PERP,Paradex,PENGU/USD,0.008462,0.00797936,5.47,14.39,-99.22,14.39,0.0,1,0,2105614.0,17817.705668,5.64,-0.054914272126,,1238.2005,13496.29,PENGU,,,-5.4914,2026-05-31 22:11:46.810970
OPUSDT,Binance,OP/USDT,0.1189,0.11897395,-1.49,13059801.74276,-53.25,6667122.15097,6392679.59159,38686,39062,116530262.3,13855448.18747,-0.91,0.01,1780243200000.0,1.0609,111.97,OP,83.89,17595.32,1.0,2026-05-31 22:11:46.810970
OPUSDT,LBank,OP/USDT,0.119,,-1.49,11930455.23526,5.76,5925904.7101,6004550.52466,61034,61196,1647344.9,195869.30861,90.06,0.01,1780243200000.0,0.0164,80.22,OP,,,1.0,2026-05-31 22:11:46.810970
OP_PERP,WhiteBIT,OP/USDT,0.1181,0.1189,-1.5,10026924.21366,-7.86,4154822.17505,5872102.02841,19989,34255,31475188.9,3717219.80909,-0.67,0.01,1780243200000.0,0.3707,7.79,OP,,,1.0,2026-05-31 22:11:46.810970
OPUSDT,Bybit,OP/USDT,0.11891,0.11896,-1.58,7779254.467657,-38.28,3801406.91367,3977847.544387,58772,60770,101143819.5,12029034.45,-3.83,0.01,1780243200000.0,1.5463,55.81,OP,0.0,2646.27,1.0,2026-05-31 22:11:46.810970
OPUSDT,ApeX Omni,OP/USDT,0.1191,0.119,-1.57,6753350.32,58.01,3631975.44,3121374.88,16770,14448,454419.60000000003,54121.37436,-2.54,0.00125,,0.008,-38.46,OP,,,0.125,2026-05-31 22:11:46.810970
OP-USDT-SWAP,OKX,OP/USDT,0.1189,0.1189,-1.41,4616943.5301,-51.88,2312020.7199,2304922.8202,3729,3975,38736081.0,4605720.0309,0.68,0.01,1780243200000.0,0.9976,109.23,OP,232.28,2263.15,1.0,2026-05-31 22:11:46.810970
OP-USDT,BingX,OP/USDT,0.119,0.119,-1.57,3522386.2151,-29.35,1207321.394,2315064.7911,129937,129987,25234483.7679,3000380.12,-29.17,0.01,1780243200000.0,0.8518,0.26,OP,,,1.0,2026-05-31 22:11:46.810970
OP-USDC,BingX,OP/USDC,0.1189,0.119,-1.49,1644319.091787,-1.35,820510.906346,823808.175241,71925,72300,8356759.3434,992783.01,1.85,0.011,1780243200000.0,0.6038,3.25,OP,,,1.1,2026-05-31 22:11:46.810970
OP_USDT,MEXC,OP/USDT,0.1189,0.119,-1.57,1632482.1466,-17.41,722647.4018,909834.7548,4371,4471,30998697.0,3688844.943,1.31,0.01,1780243200000.0,2.2597,22.67,OP,,,1.0,2026-05-31 22:11:46.810970
OPUSDT_UMCBL,Bitget,OP/USDT,0.1188,0.1189550237851186,-1.74,1299083.6938,-49.89,581121.1509,717962.5527,1499,1822,33463922.3,3975513.96924,-2.32,0.0084,1780243200000.0,3.0602,94.9,OP,0.0,55.02,0.84,2026-05-31 22:11:46.810970
OPUSDTM,KuCoin,OP/USDT,0.119,0.119,-1.57,988528.5091,-66.88,454206.4369,534322.0822,2659,2815,37041726.0,4407965.394,-13.35,0.0573,1780243140433.0,4.4591,161.62,OP,,,5.73,2026-05-31 22:11:46.810970
OPUSDT,Bitunix,OP/USDT,0.1189,0.119,-1.57,792687.08026,-14.35,386644.65669,406042.42307,4349,5666,7289815.0,866759.0035,58.56,-0.01,1780243200000.0,1.0934,85.1,OP,,,-1.0,2026-05-31 22:11:46.810970
OPUSDT,CoinEx,OP/USDT,0.119055,0.118974,-1.53,284471.040555,1.32,110695.966205,173775.08395,3438,5559,1733730.0,206409.22515,20.09,0.0,1780243200467.0,0.7256,18.52,OP,0.0,8.35,0.0,2026-05-31 22:11:46.810970
OP-USD,Hyperliquid,OP/USD,0.1188,0.11898,-1.53,277948.176968,-22.53,140051.3675,137896.809368,1780,1761,28813462.2,3423615.5786039997,-0.41,-0.00120166,1780239600000.0,12.3175,28.56,OP,0.0,38250.23,-0.1202,2026-05-31 22:11:46.810970
OP_USDT,Gate,OP/USDT,0.11888,0.119,-1.61,229279.7181,-49.43,110491.7313,118787.9868,1748,1264,9921974.0,1179524.26912,-3.52,0.0099,1780243200000.0,5.1445,90.79,OP,0.0,0.6,0.99,2026-05-31 22:11:46.810970
OP_USDC,MEXC,OP/USDC,0.1189,0.1189,-1.41,126665.5934,28.6,64061.5414,62604.052,3975,3920,783024.0,92944.9488,-9.05,0.01,1780243200000.0,0.7338,-29.27,OP,,,1.0,2026-05-31 22:11:46.810970
OP-PERP,Coinbase,OP/USDC,0.1185,0.1186,-1.82,122069.2751,-63.35,50798.9208,71270.3543,339,413,757781.0,89797.0485,-7.41,-0.0004,,0.7356,152.61,OP,,,-0.04,2026-05-31 22:11:46.810970
OP-USDC,Lighter,OP/USDC,0.11941,0.11878,-1.09,57093.409,-29.67,47593.9062,9499.5028,804,468,3364521.6,399604.230432,21.35,0.0012,,6.9991,72.54,OP,,,0.12,2026-05-31 22:11:46.810970
PF_OPUSD,Kraken,OP/USDT,0.119,0.11881,-1.41,46433.5567,-39.74,19811.1167,26622.44,175,180,2725987.0,324392.453,-1.53,0.0022092872222222,1780239600000.0,6.9862,63.42,OP,,,0.2209,2026-05-31 22:11:46.810970
OPUSD,Bybit,OP/USD,0.11846,0.11843,-1.95,10119.0,-83.11,6192.0,3927.0,108,81,1181546.51,139966.0,0.51,0.01,1780243200000.0,13.832,495.03,OP,,,1.0,2026-05-31 22:11:46.810970
OP-USD,Extended,OP/USD,0.1193,0.118881841874,-1.32,9466.31,-69.31,5401.69,4064.62,42,160,565255.0,67071.049051,-3.45,0.0013,,7.0852,214.59,OP,0.0,450.43,0.13,2026-05-31 22:11:46.810970
OP-USDT,HTX,OP/USDT,0.1195,0.118934,-2.13,8639.72832,-88.71,2533.6365,6106.09182,680,1719,2979397.3,356633.85681,-1.03,0.01,1780243200000.0,41.2784,776.44,OP,0.0,6.94,1.0,2026-05-31 22:11:46.810970
OPPERP,Bybit,OP/USDC,0.11898,0.11884,-1.3,1075.9056,-89.5,557.2174,518.6882,18,27,363560.0,43205.47,-0.16,0.01,1780243200000.0,40.1573,850.76,OP,,,1.0,2026-05-31 22:11:46.810970
OPUSDT,Aster,OP/USDT,0.1187,0.11897395,-2.06,863.16,-94.86,112.25,750.91,4,4,196892.3,23371.11601,0.99,0.01,1780243200000.0,27.0762,1864.18,OP,,,1.0,2026-05-31 22:11:46.810970
OP-USD,dYdX,OP/USD,0.12039,,0.56,713.07,-84.62,0.0,713.07,0,1,410515.0,48787.447864925,-1.67,0.0,1780239600000.0,68.4189,539.42,OP,,,0.0,2026-05-31 22:11:46.810970
OPUSD-PERP,Crypto.com,OP/USD,0.1192,0.1189,-0.91,421.02,-36.46,420.78,0.24,10,2,333265.0,39725.188,-0.21,0.0194328,1780239600000.0,94.3546,57.04,OP,,,1.9433,2026-05-31 22:11:46.810970
OPUSDT,Bitmex,OP/USDT,0.12,0.119,1.1,75.24,-89.62,48.6,26.64,2,1,310135.0,36906.065,-1.53,0.01,1780286400000.0,490.5112,848.75,OP,,,1.0,2026-05-31 22:11:46.810970
OP-USD-PERP,Paradex,OP/USD,0.1215,0.1211023,0.0,37.908,-94.43,0.0,37.908,0,1,84838.8,10307.9142,0.0,-0.047785518824,,271.9192,1694.18,OP,,,-4.7786,2026-05-31 22:11:46.810970
AVAX-USD,BingX,AVAX/USD,8.988,8.991,0.62,71826700.0,12.6,34571120.0,37255580.0,441944,440522,67496.6631,606660.0079428,-2.52,0.01,1780243200000.0,0.0084,-14.29,AVAX,,,1.0,2026-05-31 22:11:46.810970
AVAXUSDT,Binance,AVAX/USDT,9.0,9.00562156,0.6,53216500.473,-49.55,26336274.424,26880226.059,129774,116301,8039458.0,72379240.374,0.7,0.005165,1780243200000.0,1.3601,99.6,AVAX,12813.68,8352.19,0.5165,2026-05-31 22:11:46.810970
AVAX_USDT,MEXC,AVAX/USDT,9.001,9.005,0.63,41393924.3651,-15.75,20066638.0475,21327286.3276,12953,13021,1347757.7,12131167.0577,-11.01,0.0051,1780243200000.0,0.2931,5.66,AVAX,,,0.51,2026-05-31 22:11:46.810970
AVAX_PERP,WhiteBIT,AVAX/USDT,8.9923,9.005,0.56,38677943.617,-8.63,15455144.814,23222798.793,53464,88094,1828921.0,16453887.7765,0.36,0.01,1780243200000.0,0.4254,9.84,AVAX,,,1.0,2026-05-31 22:11:46.810970
AVAXUSDT,LBank,AVAX/USDT,9.0,,0.59,26656026.13,13.26,13425849.752,13230176.388,312696,312351,5074290.0,45673684.29,1.15,0.005165,1780243200000.0,1.7134,-10.7,AVAX,,,0.5165,2026-05-31 22:11:46.810970
AVAX-USDT,BingX,AVAX/USDT,8.999,9.005,0.58,19538395.309,-22.75,8983665.892,10554729.437,130384,130682,1851004.1994,16657186.79,-22.55,0.0073,1780243200000.0,0.8525,0.26,AVAX,,,0.73,2026-05-31 22:11:46.810970
AVAXUSDT,ApeX Omni,AVAX/USDT,9.003,9.005,0.66,12805666.25,65.3,6503374.45,6302291.8,30018,29150,18164.999999999996,163539.49499999997,0.09,0.00125,,0.0128,-39.34,AVAX,,,0.125,2026-05-31 22:11:46.810970
AVAX-USDT-SWAP,OKX,AVAX/USDT,9.0,9.006,0.59,12485079.8336,-52.26,6408059.4508,6077020.3928,14428,10595,1547775.6999999997,13926885.748599997,-1.25,0.00708674700248,1780243200000.0,1.1155,106.88,AVAX,0.0,8469.35,0.7087,2026-05-31 22:11:46.810970
AVAXUSDT,Bybit,AVAX/USDT,9.0,9.005,0.59,11084981.513,-64.37,4874109.6463,6210871.8767,37094,38142,5890528.4,53014755.6,2.33,0.002719,1780243200000.0,4.7826,187.17,AVAX,4144.36,23158.19,0.2719,2026-05-31 22:11:46.810970
AVAX-USDC,BingX,AVAX/USDC,9.001,9.005,0.6,6480699.6293028,-0.77,3243078.1698913,3237621.4493115,432115,431799,498554.5256,4486990.73,4.71,0.008,1780243200000.0,0.6924,5.52,AVAX,,,0.8,2026-05-31 22:11:46.810970
AVAX_USDT,Gate,AVAX/USDT,8.999,9.0048,0.6,5951726.636,-34.87,3104518.635,2847207.991,16213,11558,853144.0,7677442.856,-3.65,-0.0095,1780243200000.0,1.29,47.94,AVAX,0.0,1088.12,-0.95,2026-05-31 22:11:46.810970
AVAXUSDT,Bitunix,AVAX/USDT,9.001,9.005,0.61,4938302.203,-38.59,2700214.128,2238088.075,10962,7278,478528.0,4307230.528,21.36,0.004863,1780243200000.0,0.8722,97.64,AVAX,,,0.4863,2026-05-31 22:11:46.810970
AVAXUSDC,Binance,AVAX/USDC,8.988,8.9959278,0.59,4186537.7615,-63.27,2074352.5116,2112185.2503,14983,18464,500524.06,4500712.34752,4.93,0.000804,1780243200000.0,1.075,185.68,AVAX,0.0,4950.26,0.0804,2026-05-31 22:11:46.810970
AVAXUSDT_UMCBL,Bitget,AVAX/USDT,8.998,9.005641693939415,0.57,4110497.9757,-64.76,1917356.4642,2193141.5215,5096,6361,2254806.1,20288745.2878,4.33,0.0069,1780243200000.0,4.9358,196.07,AVAX,3258.76,480.22,0.69,2026-05-31 22:11:46.810970
AVAX-USD,Hyperliquid,AVAX/USD,8.9996,9.0055,0.59,3192638.644467,-12.84,1559621.649123,1633016.995444,2840,3467,4751813.14,42764417.534743994,0.65,0.00108051,1780239600000.0,13.3947,15.48,AVAX,99.32,0.0,0.1081,2026-05-31 22:11:46.810970
AVAXUSDTM,KuCoin,AVAX/USDT,9.004,9.006,0.54,1543982.939,-77.57,870287.9646,673694.9744,4627,4249,2856448.6,25719463.1944,-15.98,-0.0103,1780243140125.0,16.6579,274.52,AVAX,,,-1.03,2026-05-31 22:11:46.810970
AVAXUSD_PERP,Binance,AVAX/USD,8.99,8.99106296,0.56,890480.0,-53.27,448810.0,441670.0,1062,1069,337200.22,3031430.0,1.47,0.01,1780243200000.0,3.4043,117.15,AVAX,0.0,330.0,1.0,2026-05-31 22:11:46.810970
AVAXUSDT,CoinEx,AVAX/USDT,9.0047,9.0056,0.6,883141.58685,-40.72,316459.50477,566682.08228,4289,4988,137423.0,1237741.4764,1.08,0.0,1780243200439.0,1.4015,70.52,AVAX,3971.15,0.0,0.0,2026-05-31 22:11:46.810970
PF_AVAXUSD,Kraken,AVAX/USDT,8.988,8.9953,0.53,374520.8091,-71.78,159575.2643,214945.5449,860,1446,385774.92,3467344.98096,0.25,0.0006018969444444,1780239600000.0,9.2581,255.19,AVAX,,,0.0602,2026-05-31 22:11:46.810970
AVAX-PERP,Coinbase,AVAX/USDC,8.971,8.991,0.32,328988.5846,-78.85,148143.7968,180844.7878,368,343,77937.116,699173.867636,-0.77,0.0012,,2.1252,369.14,AVAX,,,0.12,2026-05-31 22:11:46.810970
AVAX-USD,Extended,AVAX/USD,8.981,8.993778318749,0.54,263525.55,-10.6,140468.06,123057.49,306,268,48271.9,433661.473379,0.87,0.0013,,1.6456,12.84,AVAX,,,0.13,2026-05-31 22:11:46.810970
AVAXUSD_DMCBL,Bitget,AVAX/USD,8.986,8.99206360968135,0.6,227222.81002,-18.62,103839.33924,123383.47048,1532,1362,224176.8,2014452.7248,6.05,0.01,1780243200000.0,8.8655,30.31,AVAX,,,1.0,2026-05-31 22:11:46.810970
AVAX_USD,MEXC,AVAX/USD,9.0,8.98,0.67,224580.0,-4.19,129980.0,94600.0,4117,4133,135488.3204,1218040.0,2.12,0.01,1780243200000.0,5.4236,6.59,AVAX,,,1.0,2026-05-31 22:11:46.810970
AVAX-USDT,HTX,AVAX/USDT,9.0005,9.0047,0.37,202797.905,-32.68,88702.1667,114095.7383,549,2477,28143.0,253272.9285,-7.97,0.01,1780243200000.0,1.2489,36.72,AVAX,17.87,0.0,1.0,2026-05-31 22:11:46.810970
AVAXUSD,Bitunix,AVAX/USD,9.0,8.99,0.67,200440.95,-23.9,97672.2,102768.75,7270,7204,57570.99,518138.91,51.54,0.01,1780243200000.0,2.585,99.12,AVAX,,,1.0,2026-05-31 22:11:46.810970
AVAXUSDC,Bitunix,AVAX/USDC,8.99,8.988,0.62,178875.2206,-64.07,85563.9269,93311.2945,3442,3721,22519.22,202492.82624,-31.22,0.000395,1780243200000.0,1.132,91.41,AVAX,,,0.0395,2026-05-31 22:11:46.810970
AVAX_USDC,MEXC,AVAX/USDC,8.99,8.995,0.63,140329.7134,-27.61,63986.4066,76343.3068,3944,3944,13274.2,119335.058,-23.88,0.0006,1780243200000.0,0.8504,5.16,AVAX,,,0.06,2026-05-31 22:11:46.810970
AVAXUSDT,Bitmex,AVAX/USDT,9.022,9.0021,0.75,116779.782,-77.8,68102.549,48677.233,76,61,56290.9,506775.71452,5.6,0.01,1780286400000.0,4.3396,375.73,AVAX,,,1.0,2026-05-31 22:11:46.810970
AVAXUSDT,Aster,AVAX/USDT,9.0,9.00637481,0.6,94008.731,-72.76,75850.269,18158.462,753,294,207445.0,1867005.0,2.7,0.01,1780243200000.0,19.8599,276.99,AVAX,,,1.0,2026-05-31 22:11:46.810970
AVAX-USDC,Lighter,AVAX/USDC,8.9861,8.9927,0.81,74678.838794,-88.13,29814.45,44864.388794,49,81,231336.94,2079765.357988,2.71,0.0012,,27.8495,765.0,AVAX,0.18,0.0,0.12,2026-05-31 22:11:46.810970
AVAX-USD-SWAP,OKX,AVAX/USD,8.985,8.99,0.53,62020.0,-81.51,33480.0,28540.0,590,747,75604.6278785182,679610.0,-0.87,0.01,1780243200000.0,10.9579,436.1,AVAX,,,1.0,2026-05-31 22:11:46.810970
AVAXUSD-PERP,Crypto.com,AVAX/USD,8.969,8.995,0.28,21218.0906,-48.06,13122.1906,8095.91,226,167,8514.4,76365.6536,3.64,-4.72e-05,1780239600000.0,3.5991,99.54,AVAX,,,-0.0047,2026-05-31 22:11:46.810970
AVAXUSD,Bybit,AVAX/USD,8.975,8.99,0.35,19328.0,-76.99,7840.0,11488.0,132,145,220577.98,1981452.0,0.05,0.01,1780243200000.0,102.5172,334.79,AVAX,,,1.0,2026-05-31 22:11:46.810970
AVAX-USD,dYdX,AVAX/USD,8.95,,0.35,4204.64,-13.4,3170.98,1033.66,204,76,12741.7,114612.934220346,0.1,0.0,1780239600000.0,27.2587,15.59,AVAX,,,0.0,2026-05-31 22:11:46.810970
AVAX-USD-PERP,Paradex,AVAX/USD,8.816,8.97676735,0.0,0.7053,0.0,0.0,0.7053,0,1,748.24,6596.48384,0.0,5.5336141e-05,,9352.7348,0.0,AVAX,,,0.0055,2026-05-31 22:11:46.810970
LTC-USD,BingX,LTC/USD,52.25,52.31,-0.63,61417420.0,9.03,29643610.0,31773810.0,441610,442952,28265.9102,1476893.80795,0.52,0.01,1780243200000.0,0.024,-8.05,LTC,,,1.0,2026-05-31 22:11:46.810970
LTCUSDT,Binance,LTC/USDT,52.34,52.37529412,-0.65,35788897.10349,-19.61,16726558.32761,19062338.78618,58039,68158,1059975.916,55479139.44344,3.45,0.000152,1780243200000.0,1.5502,28.68,LTC,33.78,1336.82,0.0152,2026-05-31 22:11:46.810970
LTC_PERP,WhiteBIT,LTC/USDT,52.28,52.37,-0.57,33100810.778,-17.76,11808065.373,21292745.415,49224,77858,295021.6,15423729.248,2.44,0.000931,1780243200000.0,0.466,24.57,LTC,,,0.0931,2026-05-31 22:11:46.810970
LTCUSDT,Bybit,LTC/USDT,52.35,52.39,-0.61,16548574.152,-15.22,7028065.582,9520508.57,20892,20330,1077975.4,56432012.19,2.15,-0.001161,1780243200000.0,3.4101,20.48,LTC,179.89,43601.65,-0.1161,2026-05-31 22:11:46.810970
LTC-USDT,BingX,LTC/USDT,52.34,52.38,-0.59,13324334.734,-15.05,6091130.185,7233204.569,130643,130054,223923.478,11720154.84,-12.02,0.01,1780243200000.0,0.8796,3.58,LTC,,,1.0,2026-05-31 22:11:46.810970
LTCUSDT,LBank,LTC/USDT,52.35,,-0.61,13174436.1309,-13.43,6476381.83404,6698054.29706,32224,31979,818745.082,42885867.39516,-0.22,0.0002,1780243200000.0,3.2552,15.27,LTC,,,0.02,2026-05-31 22:11:46.810970
LTC-USDT-SWAP,OKX,LTC/USDT,52.34,52.37,-0.63,12729585.845,-36.05,5910523.451,6819062.404,6782,5387,489556.99999999977,25642995.65999999,1.01,0.0043637105876,1780243200000.0,2.0144,57.94,LTC,0.0,1045.4,0.4364,2026-05-31 22:11:46.810970
LTC-USDC,BingX,LTC/USDC,52.34,52.38,-0.65,6491810.018528,-0.59,3243770.094786,3248039.874142,432152,432760,100309.1532,5250181.08,-0.41,0.011,1780243200000.0,0.8087,0.17,LTC,,,1.1,2026-05-31 22:11:46.810970
LTCUSDT,ApeX Omni,LTC/USDT,52.36,52.37,-0.7,6101141.86,28.85,2850694.13,3250447.73,13162,15016,1996.4,104531.504,-1.39,0.00125,,0.0171,-23.66,LTC,,,0.125,2026-05-31 22:11:46.810970
LTC_USDT,Gate,LTC/USDT,52.35,52.39,-0.63,5596554.143,4.88,2714964.464,2881589.679,12648,12490,173240.6,9067413.004,-4.81,0.003,1780243200000.0,1.6202,-9.24,LTC,356.3,1396.23,0.3,2026-05-31 22:11:46.810970
LTCUSD,Bitmex,LTC/USD,52.41,52.33,-0.68,3472685.192,3810.82,1409586.818,2063098.374,97,116,17547.59,919669.32445392,-1.76,0.01,1780286400000.0,0.2648,-97.49,LTC,5235.57,0.0,1.0,2026-05-31 22:11:46.810970
LTCUSDT_UMCBL,Bitget,LTC/USDT,52.37,52.38483508268417,-0.61,3452654.133,-15.54,1288010.123,2164644.02,2675,3024,475872.6,24921448.062,0.42,0.01,1780243200000.0,7.2181,18.9,LTC,10.58,0.0,1.0,2026-05-31 22:11:46.810970
LTC_USDT,MEXC,LTC/USDT,52.33,52.37,-0.65,3342610.9537,-58.52,1513519.4866,1829091.4571,5402,5522,287889.88,15071035.218,-1.18,0.0001,1780243200000.0,4.5088,138.25,LTC,,,0.01,2026-05-31 22:11:46.810970
LTCUSDC,Binance,LTC/USDC,52.29,52.32676969,-0.63,2822583.52694,-39.16,1161336.54445,1661246.98219,10948,10925,100591.966,5257942.06282,-0.34,-0.001645,1780243200000.0,1.8628,63.81,LTC,108.46,0.0,-0.1645,2026-05-31 22:11:46.810970
LTCUSDT,Bitunix,LTC/USDT,52.34,52.42,-0.65,1909140.07483,-38.83,890458.75963,1018681.3155,7403,7950,52603.992,2755923.14088,-19.51,0.000139,1780243200000.0,1.4435,31.56,LTC,,,0.0139,2026-05-31 22:11:46.810970
LTCUSD_PERP,Binance,LTC/USD,52.27,52.31379996,-0.63,1261130.0,-21.0,451400.0,809730.0,2166,2869,139362.73,7284490.0,0.47,0.00739,1780243200000.0,5.7762,27.18,LTC,,,0.739,2026-05-31 22:11:46.810970
LTCUSD,EdgeX,LTC/USD,52.38,52.364215157,-0.61,1234155.015,-2.86,623418.483,610736.532,1527,1494,25638.5,1342944.63,-0.57,0.005,1780243200000.0,1.0881,2.35,LTC,,,0.5,2026-05-31 22:11:46.810970
LTC-USD,Hyperliquid,LTC/USD,52.368,52.38,-0.6,1068283.93039,-57.11,475622.5349,592661.39579,2413,2532,262080.82,13719144.68454,-1.32,0.00125,1780239600000.0,12.8422,130.1,LTC,,,0.125,2026-05-31 22:11:46.810970
LTC-USD-SWAP,OKX,LTC/USD,52.28,52.31,-0.59,766510.0,-53.05,327280.0,439230.0,784,1056,108268.87062870247,5665710.0,-1.52,0.01,1780243200000.0,7.3916,109.77,LTC,0.0,560.0,1.0,2026-05-31 22:11:46.810970
