instrument,exchange,symbol,price,index_price,price_change_24h_pct,volume_24h_usd,volume_usd_change_percent_24h,long_volume_usd,short_volume_usd,long_volume_quantity,short_volume_quantity,open_interest_quantity,open_interest_usd,open_interest_change_percent_24h,funding_rate,next_funding_timestamp,open_interest_volume_radio,oi_vol_ratio_change_percent_24h,requested_instrument,long_liquidation_usd,short_liquidation_usd,funding_rate_pct,fetch_timestamp
ASTER-USDT,HTX,ASTER/USDT,0.7425,0.73936,6.85,472666.9906,850.12,290536.0731,182130.9275,6897,6628,839361.0,621127.14,-4.58,0.005,1780243200000.0,1.3141,-89.96,ASTER,391.92,10.81,0.5,2026-05-31 22:11:46.810970
ASTER-USD-PERP,Paradex,ASTER/USD,0.73399,0.73863067,6.25,12859.2,-42.86,3911.65,8947.55,15,25,37026.0,27176.71374,-10.46,-0.037866892617,,2.1134,56.69,ASTER,,,-3.7867,2026-05-31 22:11:46.810970
ASTER-USDC,Lighter,ASTER/USDC,0.69411,0.73748,0.0,1325.7551,-99.79,1325.7551,0.0,2,0,5606417.6,4138433.215616,15.59,0.0012,,3121.5669,55578.63,ASTER,1.11,0.0,0.12,2026-05-31 22:11:46.810970
DOGEUSDT,Binance,DOGE/USDT,0.10082,0.10085073,-0.25,183938749.6848,-50.94,91632911.59262,92305838.12228,249503,239013,2243724371.0,226189853.84051,0.92,0.006231,1780243200000.0,1.2297,105.7,DOGE,123935.64,194750.05,0.6231,2026-05-31 22:11:46.810970
DOGE-USDT-SWAP,OKX,DOGE/USDT,0.10081,0.10085,-0.26,143688735.3146,-51.29,71032433.9876,72656301.347,41112,36622,1039174919.999999,104748831.9359999,3.52,0.00755712189757,1780243200000.0,0.729,112.54,DOGE,5405.7,9928.73,0.7557,2026-05-31 22:11:46.810970
DOGE_PERP,WhiteBIT,DOGE/USDT,0.100792,0.10086,-0.24,100596742.518726,-16.64,31327607.533324,69269134.965602,51341,125804,611928892.0,61677536.882464,1.74,0.01,1780243200000.0,0.6131,22.06,DOGE,,,1.0,2026-05-31 22:11:46.810970
DOGE_USDT,MEXC,DOGE/USDT,0.10082,0.10085,-0.22,63106300.128,-9.0,29713762.168,33392537.95,8049,7853,293627800.0,29603554.796,-5.72,0.0061,1780243200000.0,0.4691,3.6,DOGE,,,0.61,2026-05-31 22:11:46.810970
DOGE_USDT,Gate,DOGE/USDT,0.10081,0.100852,-0.24,46146646.4343,-36.89,22066901.5977,24079744.8366,39226,37516,2302244300.0,232066225.44,2.58,0.0032,1780243200000.0,5.0289,62.53,DOGE,7468.84,24600.7,0.32,2026-05-31 22:11:46.810970
DOGEUSDT,Bybit,DOGE/USDT,0.1008,0.10085,-0.26,41114894.0446,-63.34,21060899.559,20053994.4855,63572,65760,1080226262.0,108886807.21,2.94,0.009368,1780243200000.0,2.6484,180.82,DOGE,9172.99,32283.91,0.9368,2026-05-31 22:11:46.810970
DOGEUSD,Bitmex,DOGE/USD,0.10064,0.10078,-0.36,29703685.845,10099.75,14408259.444,15295426.401,473,435,12021702.53,1209864.14264043,0.77,0.01,1780286400000.0,0.0407,-99.01,DOGE,0.0,1983.84,1.0,2026-05-31 22:11:46.810970
DOGEUSDT,Bitunix,DOGE/USDT,0.10082,0.10085,-0.24,25206746.50688,-60.3,12567205.16453,12639541.35205,19150,16854,262546175.0,26469905.3635,-33.64,0.005917,1780243200000.0,1.0501,67.16,DOGE,,,0.5917,2026-05-31 22:11:46.810970
DOGEUSDT,LBank,DOGE/USDT,0.10082,,-0.25,23117089.82778,-21.54,11820687.80376,11296402.01412,313291,313190,1043548042.0,105200078.11402,-0.2,0.00615,1780243200000.0,4.5507,27.19,DOGE,,,0.615,2026-05-31 22:11:46.810970
DOGEUSDC,Binance,DOGE/USDC,0.1007,0.10074922,-0.26,21932421.78778,-44.23,10892814.17276,11039607.61502,27254,26696,194255166.0,19559552.66454,-1.43,0.006511,1780243200000.0,0.8918,76.73,DOGE,12063.17,6845.2,0.6511,2026-05-31 22:11:46.810970
DOGEUSDT_UMCBL,Bitget,DOGE/USDT,0.10079,0.1008558055060615,-0.29,19356551.9794,-44.97,8928451.0324,10428100.9476,19851,20616,1020521339.0,102848140.54442,4.22,0.0029,1780243200000.0,5.3134,89.4,DOGE,0.0,4093.11,0.29,2026-05-31 22:11:46.810970
DOGE-USDT,BingX,DOGE/USDT,0.10082,0.10085,-0.25,14675941.6994,-40.16,6851874.2679,7824067.3714,132000,132404,124172407.5801,12515336.96,-40.08,0.0094,1780243200000.0,0.8528,0.13,DOGE,,,0.94,2026-05-31 22:11:46.810970
DOGEUSD,EdgeX,DOGE/USD,0.10081,0.10082258,-0.26,12744926.02814,-49.47,6634900.90077,6110025.11747,9977,9094,101239839.0,10205988.16959,-0.32,0.005,1780243200000.0,0.8008,97.24,DOGE,,,0.5,2026-05-31 22:11:46.810970
DOGEUSD_PERP,Binance,DOGE/USD,0.10068,0.10071054,-0.26,12648060.0,-49.17,6343870.0,6304190.0,14775,14951,330875931.26,33309280.0,-0.26,0.01,1780243200000.0,2.6335,96.22,DOGE,10.0,0.0,1.0,2026-05-31 22:11:46.810970
DOGE-PERP,Coinbase,DOGE/USDC,0.10074,0.10071,-0.22,10238188.48391,-63.45,5125805.85521,5112382.6288,3799,3459,20947585.0,2109631.28535,-1.34,0.0009,,0.2061,170.12,DOGE,,,0.09,2026-05-31 22:11:46.810970
DOGE-USD,Hyperliquid,DOGE/USD,0.1008,0.10086,-0.28,6145405.37918,-50.73,3072084.21614,3073321.16324,4219,4371,276119706.0,27835627.56186,-4.82,0.00112498,1780239600000.0,4.5295,93.2,DOGE,0.0,7330.54,0.1125,2026-05-31 22:11:46.810970
DOGEUSDT,Aster,DOGE/USDT,0.10081,0.10085561,-0.24,5510841.84311,-62.95,3312003.52414,2198838.32927,15100,14938,52826511.0,5325440.57391,-0.01,0.01,1780243200000.0,0.9664,169.94,DOGE,2.03,99141.53,1.0,2026-05-31 22:11:46.810970
DOGEUSDT,CoinEx,DOGE/USDT,0.100876,0.100856,-0.24,5375550.948896,-45.37,3145180.230295,2230370.718901,6035,5132,51968135.0,5242337.58626,10.41,0.0,1780243176422.0,0.9752,102.07,DOGE,76.66,0.0,0.0,2026-05-31 22:11:46.810970
DOGE-USD-SWAP,OKX,DOGE/USD,0.10065,0.1007,-0.28,4171010.0,-68.49,2235050.0,1935960.0,3573,2993,268415789.47368422,27029470.0,-0.45,0.01,1780243200000.0,6.4803,215.9,DOGE,12700.0,0.0,1.0,2026-05-31 22:11:46.810970
DOGE-USD,BingX,DOGE/USD,0.10068,0.10071,-0.24,3774760.0,-2.5,1873070.0,1901690.0,43277,43389,31070734.419,3128201.54130492,-3.59,0.0101,1780243200000.0,0.8287,-1.12,DOGE,,,1.01,2026-05-31 22:11:46.810970
DOGE-USDT,HTX,DOGE/USDT,0.101006,0.100852,-0.2,3428758.9424,-59.71,1618587.8088,1810171.1336,5889,5676,70448300.0,7115700.9898,2.09,0.0949096233633949,1780243200000.0,2.0753,153.39,DOGE,438.75,15088.82,9.491,2026-05-31 22:11:46.810970
DOGEUSDTM,KuCoin,DOGE/USDT,0.10085,0.10086,-0.25,2499784.821,-82.51,1246141.169,1253643.652,4333,3459,883850700.0,89136343.095,-2.92,0.0028,1780243170071.0,35.6576,455.18,DOGE,,,0.28,2026-05-31 22:11:46.810970
DOGE-USDC,BingX,DOGE/USDC,0.10069,0.10072,-0.28,2177755.93,-10.6,1088441.97,1089313.95,129651,129742,18408555.9197,1853373.41,-10.71,0.0103,1780243200000.0,0.851,-0.13,DOGE,,,1.03,2026-05-31 22:11:46.810970
DOGEUSDT,ApeX Omni,DOGE/USDT,0.1009,0.1009,-0.2,1668542.88,34.89,1060844.94,607697.94,7408,5372,1134744.0,114495.6696,10.57,0.00125,,0.0686,-18.04,DOGE,,,0.125,2026-05-31 22:11:46.810970
DOGEUSDT,Bitmex,DOGE/USDT,0.10081,0.100886,-0.26,1155368.5359,1.11,615044.2417,540324.2942,880,629,12225210.0,1233352.53606,-7.29,0.0004,1780286400000.0,1.0675,-8.31,DOGE,0.0,0.1,0.04,2026-05-31 22:11:46.810970
PF_DOGEUSD,Kraken,DOGE/USDT,0.100718,0.100724,-0.29,1128244.602856,-73.84,537565.07571,590679.527146,1663,1392,32789588.0,3302501.724184,0.97,0.0011024218055556,1780239600000.0,2.9271,286.01,DOGE,,,0.1102,2026-05-31 22:11:46.810970
DOGEUSD-PERP,Crypto.com,DOGE/USD,0.100705,0.100724,-0.27,1053382.7326,-53.31,527131.1717,526251.5509,3835,4020,4777100.0,481077.8555,1.14,0.0007852,1780239600000.0,0.4567,116.65,DOGE,,,0.0785,2026-05-31 22:11:46.810970
DOGE-USD,Extended,DOGE/USD,0.10067,0.1007117859,-0.3,930838.07,-81.57,297169.69,633668.38,472,538,9158980.0,921777.014616,50.17,0.0013,,0.9903,715.06,DOGE,,,0.13,2026-05-31 22:11:46.810970
DOGEUSD,Bitunix,DOGE/USD,0.10068,0.10069,-0.26,765104.7047,-44.94,397944.2572,367160.4476,7623,7070,15680914.91,1578597.7039897,-10.03,0.01,1780243200000.0,2.0632,63.41,DOGE,,,1.0,2026-05-31 22:11:46.810970
DOGE_USD,MEXC,DOGE/USD,0.10067,0.10069,-0.28,421370.0,-44.5,214060.0,207310.0,4207,4157,14740538.3928,1483930.0,1.48,0.01,1780243200000.0,3.5217,82.85,DOGE,,,1.0,2026-05-31 22:11:46.810970
DOGEUSD_DMCBL,Bitget,DOGE/USD,0.10078,0.100713738871963,-0.2,226958.1312,-53.78,165255.3309,61702.8003,849,150,152057834.0,15324388.51052,1.35,0.01,1780243200000.0,67.5208,119.28,DOGE,,,1.0,2026-05-31 22:11:46.810970
DOGEUSD,Bybit,DOGE/USD,0.10075,0.1007,-0.25,209515.0,-56.66,131376.0,78139.0,419,274,28625868.57,2883770.0,-1.2,0.01,1780243200000.0,13.764,128.0,DOGE,0.0,765.0,1.0,2026-05-31 22:11:46.810970
DOGEUSDC,Bitunix,DOGE/USDC,0.10069,0.10072,-0.26,198556.00218,-46.96,93884.58339,104671.42869,3708,3673,1954125.0,196780.3875,-25.96,0.006396,1780243200000.0,0.9911,39.59,DOGE,,,0.6396,2026-05-31 22:11:46.810970
DOGE_USDC,MEXC,DOGE/USDC,0.1007,0.10073,-0.27,144787.4696,-78.57,87470.9441,57316.5255,4011,3937,3135580.0,315690.1944,10.89,0.0065,1780243200000.0,2.1804,417.54,DOGE,,,0.65,2026-05-31 22:11:46.810970
DOGEPERP,Bybit,DOGE/USDC,0.10064,0.10074,-0.36,116448.8973,-61.64,57177.1364,59271.7609,495,616,22991756.0,2315269.83,0.0,0.01,1780243200000.0,19.8823,160.69,DOGE,,,1.0,2026-05-31 22:11:46.810970
DOGEUSDC,CoinEx,DOGE/USDC,0.100788,0.100718,-0.26,71418.176978,-38.37,64292.703656,7125.483222,7788,860,273260.0,27541.8754,-0.3,0.053051,1780243200461.0,0.3856,61.74,DOGE,,,5.3051,2026-05-31 22:11:46.810970
DOGE-USD,HTX,DOGE/USD,0.100612,0.10072109595943143,-0.29,61760.0,5.0,30670.0,31090.0,445,451,12609629.070091043,1268680.0,-0.15,0.01,,20.5421,-4.9,DOGE,,,1.0,2026-05-31 22:11:46.810970
DOGEUSDT-19JUN26,Bybit,DOGE/USDT,0.10101,0.10086,0.24,25753.65,91.47,22878.26,2875.39,65,31,406952.0,41106.22,3438.09,,0.0,1.5961,1747.34,DOGE,,,,2026-05-31 22:11:46.810970
DOGEUSDT-26JUN26,Bybit,DOGE/USDT,0.10113,0.10085,-0.13,1660.04,-84.32,84.03,1576.02,14,40,349734.0,35354.61,-7.98,,0.0,21.2974,487.04,DOGE,,,,2026-05-31 22:11:46.810970
DOGE-USD-PERP,Paradex,DOGE/USD,0.10561,0.10075239,4.47,1039.76,-84.5,15.1,1024.66,1,2,2039529.0,215394.65769,3.46,0.009958892555,,207.1581,567.26,DOGE,,,0.9959,2026-05-31 22:11:46.810970
DOGEUSDM,KuCoin,DOGE/USD,0.10133,0.10072,0.32,477.0,52.88,468.0,9.0,5,2,557919.67,56534.0,18.49,0.2736,1780243155171.0,118.5199,-22.5,DOGE,,,27.36,2026-05-31 22:11:46.810970
DOGEUSDT-12JUN26,Bybit,DOGE/USDT,0.10123,0.10086,0.33,270.28,-99.03,156.46,113.81,10,11,559296.0,56466.52,-0.28,,0.0,208.9186,10220.54,DOGE,,,,2026-05-31 22:11:46.810970
DOGEUSDT-05JUN26,Bybit,DOGE/USDT,0.10124,0.10086,0.59,147.76,-61.35,114.9,32.87,4,4,408874.0,41259.48,-0.68,,0.0,279.2331,157.01,DOGE,,,,2026-05-31 22:11:46.810970
DOGEUSDCM,KuCoin,DOGE/USDC,0.10076,0.10077,1.11,5.04,,0.0,5.04,0,1,1637380.0,164982.4088,1.11,0.0528,1780243155171.0,32734.6049,,DOGE,,,5.28,2026-05-31 22:11:46.810970
DOGE-USDC,Lighter,DOGE/USDC,0.101115,0.100443,0.0,0.1011,-100.0,0.1011,0.0,1,0,15458264.0,1553787.40596,-1.08,0.0012,,15368817.0718,909289751.6,DOGE,150.06,0.0,0.12,2026-05-31 22:11:46.810970
ZECUSDT,Binance,ZEC/USDT,549.21,549.75189205,5.21,761631291.59819,-24.26,384859937.99908,376771353.65891,1236511,1189010,556141.922,305599986.139,8.81,-0.012893,1780243200000.0,0.4012,43.64,ZEC,1305138.21,655386.37,-1.2893,2026-05-31 22:11:46.810970
ZEC_USDT,MEXC,ZEC/USDT,549.22,549.83,5.23,573984693.9828,18.12,288351384.5908,285633309.372,179519,175649,84870.11,46617454.0208,6.77,-0.013,1780243200000.0,0.0812,-9.68,ZEC,,,-1.3,2026-05-31 22:11:46.810970
ZEC-USDT-SWAP,OKX,ZEC/USDT,549.08,549.77,5.17,330638371.4191,-26.15,162205650.0921,168432721.357,245619,229687,120142.37,65965369.6722,0.49,-0.01335005718075,1780243200000.0,0.1995,36.08,ZEC,541501.03,202519.71,-1.335,2026-05-31 22:11:46.810970
ZEC-USD,Hyperliquid,ZEC/USD,549.4,549.85,5.27,151610446.2041,-20.45,81658417.4984,69952028.7157,73435,51254,461424.78,253640587.3182,15.86,0.00125,1780239600000.0,1.673,45.64,ZEC,440469.97,53.86,0.125,2026-05-31 22:11:46.810970
ZECUSDT,Bybit,ZEC/USDT,549.26,549.96,5.19,127964582.8801,-47.29,63858730.3335,64105852.5366,306018,297445,257039.61,141274110.45,18.31,0.01,1780243200000.0,1.104,124.48,ZEC,50169.58,119089.79,1.0,2026-05-31 22:11:46.810970
ZECUSDT,LBank,ZEC/USDT,549.32,,5.22,72638291.534,1.07,35941880.336,36696411.188,61674,61723,4377.8,2405250.876,-20.8,-0.01304,1780243200000.0,0.0331,-21.75,ZEC,,,-1.304,2026-05-31 22:11:46.810970
ZECUSDT_UMCBL,Bitget,ZEC/USDT,549.29,549.7363069805397,5.21,61288263.42784,-32.69,30231076.75079,31057186.68685,210135,206127,110481.396,60695164.52052,6.35,0.005,1780243200000.0,0.9903,57.99,ZEC,29655.06,16551.67,0.5,2026-05-31 22:11:46.810970
ZEC_USDT,Gate,ZEC/USDT,549.28,550.046,5.21,49041618.6367,-20.35,24445352.0366,24596266.6101,56269,53385,37047.42,20359780.1352,10.59,0.003,1780243200000.0,0.4152,38.86,ZEC,58150.08,30271.77,0.3,2026-05-31 22:11:46.810970
ZEC-USDT,BingX,ZEC/USDT,549.23,549.65,5.19,45867534.82326,-15.35,22103769.0767,23763765.75706,148218,148456,71195.2224,39103975.91,-14.97,0.01,1780243200000.0,0.8525,0.45,ZEC,,,1.0,2026-05-31 22:11:46.810970
ZECUSDC,Binance,ZEC/USDC,548.69,549.19811396,5.2,42537807.75689,-26.41,22394685.0208,20143122.73589,145716,131808,22201.852,12189038.76652,-0.1,0.005,1780243200000.0,0.2865,35.72,ZEC,20290.4,5380.42,0.5,2026-05-31 22:11:46.810970
ZECUSDT,CoinEx,ZEC/USDT,550.45,550.06,5.39,31590714.985,-28.12,13461492.89,18129222.115,8009,10174,15425.5,8490966.475,133.68,0.0,1780243176370.0,0.2688,225.03,ZEC,30508.62,0.0,0.0,2026-05-31 22:11:46.810970
ZECUSDT,ApeX Omni,ZEC/USDT,549.87,549.71,5.38,27043773.26,87.47,15608794.69,11434978.57,69280,49814,884.9999999999999,486634.94999999995,60.81,0.00125,,0.018,-14.29,ZEC,,,0.125,2026-05-31 22:11:46.810970
ZEC_PERP,WhiteBIT,ZEC/USDT,548.94,550.22,5.28,22417576.68675,8.51,11698656.40693,10718920.29002,26546,24608,125542.49,68990619.9546,7.55,0.01,1780243200000.0,3.0775,-0.89,ZEC,,,1.0,2026-05-31 22:11:46.810970
ZECUSDTM,KuCoin,ZEC/USDT,549.58,549.84,5.23,20675018.9573,-65.95,11115061.2732,9559957.6941,47713,47535,236842.39,130170945.9679,5.48,-0.0132,1780243170536.0,6.296,209.77,ZEC,,,-1.32,2026-05-31 22:11:46.810970
ZECUSD,EdgeX,ZEC/USD,549.77,549.433064334,5.25,11085049.9023,-19.06,5982979.3987,5102070.5036,5764,4809,35258.53,19384082.0381,5.22,0.005,1780243200000.0,1.7487,30.0,ZEC,,,0.5,2026-05-31 22:11:46.810970
PF_ZECUSD,Kraken,ZEC/USDT,550.08,549.1868,5.26,10332453.3575,-26.94,5195530.3982,5136922.9593,6812,6413,9969.55,5484050.064,12.44,0.0030779802777778,1780239600000.0,0.5308,53.94,ZEC,,,0.3078,2026-05-31 22:11:46.810970
ZEC-USDC,BingX,ZEC/USDC,548.66,548.24,5.18,7058921.2031382,0.33,3512123.297875,3546797.9249632,431424,431909,10985.2901,6027189.26,0.96,0.011,1780243200000.0,0.8538,0.61,ZEC,,,1.1,2026-05-31 22:11:46.810970
ZECUSDT,Aster,ZEC/USDT,549.42,549.90366345,5.25,6412437.10788,-45.0,3049171.5127,3363265.60498,2873,2897,5387.278,2962302.55386,10.19,-0.000231,1780239600000.0,0.462,100.35,ZEC,3327.22,14.72,-0.0231,2026-05-31 22:11:46.810970
ZEC-PERP,Coinbase,ZEC/USDC,548.79,549.19,5.07,4105376.2265,-47.6,2257462.5073,1847913.7292,3077,2587,3185.79,1748329.6941,11.83,0.0014,,0.4259,113.48,ZEC,,,0.14,2026-05-31 22:11:46.810970
ZEC_USDC,MEXC,ZEC/USDC,549.01,549.39,5.3,4048961.2806,36.16,2018995.7226,2029965.558,8139,8471,7586.91,4165289.4591,-30.7,0.005,1780243200000.0,1.0287,-49.11,ZEC,,,0.5,2026-05-31 22:11:46.810970
ZEC-USDT,HTX,ZEC/USDT,547.83,549.887,4.96,1878617.0675,-36.22,1209225.8908,669391.1767,7176,3196,3632.88,1990200.6504,44.91,-0.140159003654225,1780243200000.0,1.0594,127.19,ZEC,878.28,7319.95,-14.0159,2026-05-31 22:11:46.810970
ZEC-USD,Extended,ZEC/USD,549.0,548.944999999999,5.64,1540755.22,-36.34,973818.04,566937.18,832,876,3192.0,1753392.745506,3.99,0.0013,,1.138,63.36,ZEC,0.0,2010.76,0.13,2026-05-31 22:11:46.810970
ZECUSDT,Bitmex,ZEC/USDT,549.71,549.856,5.36,323985.2604,-9.74,155119.5823,168865.6781,636,421,562.41,309267.00936,-12.22,0.01,1780286400000.0,0.9546,-2.74,ZEC,,,1.0,2026-05-31 22:11:46.810970
ZEC-USD-PERP,Paradex,ZEC/USD,554.479,549.35704986,6.55,11387.18,-69.8,6668.44,4718.74,30,23,2088.38,1157962.85402,6.74,0.010916664591,,101.69,253.42,ZEC,0.0,0.52,1.0917,2026-05-31 22:11:46.810970
APTUSDT,Binance,APT/USDT,0.9353,0.93615,-1.03,17948352.99458,-54.51,8513846.01091,9434507.01437,126179,119724,21004490.4,19647600.32016,-0.8,-0.006875,1780243200000.0,1.0947,118.11,APT,63.43,8882.3,-0.6875,2026-05-31 22:11:46.810970
APT_PERP,WhiteBIT,APT/USDT,0.9366,0.936,-1.06,12559614.56124,-36.87,9393571.77966,3166042.78138,118601,26138,5046900.8,4727431.97936,-1.45,0.01,1780243200000.0,0.3764,56.12,APT,,,1.0,2026-05-31 22:11:46.810970
APTUSDT,Bybit,APT/USDT,0.9353,0.9365,-1.02,6721596.52052,-61.11,3138870.0125,3582726.50792,54895,55688,16966981.84,15876004.91,-1.66,0.008671,1780243200000.0,2.3619,152.88,APT,11667.01,5714.54,0.8671,2026-05-31 22:11:46.810970
APT-USDC,BingX,APT/USDC,0.9355,0.9358,-0.98,6505297.9200596,-0.22,3258120.55163,3247177.3984296,432829,432024,978552.7959,915240.43,-3.2,0.011,1780243200000.0,0.1407,-2.97,APT,,,1.1,2026-05-31 22:11:46.810970
APT-USDT-SWAP,OKX,APT/USDT,0.9354,0.9356,-0.99,5568746.1948,-61.78,2613827.2705,2954918.9243,16840,15825,5627334.0,5263245.4902,-4.19,0.00307125070086,1780243200000.0,0.9451,150.69,APT,266.98,295.21,0.3071,2026-05-31 22:11:46.810970
APTUSDT,ApeX Omni,APT/USDT,0.934,0.937,-1.27,5201386.2458,21.12,3264398.0458,1936988.2,15148,8980,134949.03999999995,126042.40335999997,-3.02,0.00125,,0.0242,-20.13,APT,,,0.125,2026-05-31 22:11:46.810970
APT-USDT,BingX,APT/USDT,0.9353,0.9358,-1.04,4852235.97,-42.52,1506658.6351,3345577.3049,130073,131057,4404529.1212,4119996.54,-42.61,0.01,1780243200000.0,0.8491,-0.16,APT,,,1.0,2026-05-31 22:11:46.810970
APT_USDT,MEXC,APT/USDT,0.9353,0.9368,-1.03,4692718.53112,-17.62,2448962.49692,2243756.0447,5993,5950,12463685.7,11658531.60378,17.56,-0.0071,1780243200000.0,2.4844,42.72,APT,,,-0.71,2026-05-31 22:11:46.810970
APTUSDT,LBank,APT/USDT,0.9353,,-1.03,3868659.04556,-30.45,1926344.40506,1942314.6304,71848,71783,623782.4,583486.05696,1.09,-0.0064,1780243200000.0,0.1508,45.28,APT,,,-0.64,2026-05-31 22:11:46.810970
APTUSDT_UMCBL,Bitget,APT/USDT,0.9354,0.9364021227595063,-1.01,2484071.1835242,-58.31,1251008.8934142,1233062.29001,5279,4651,4746119.672,4439520.3411888,11.6,0.01,1780243200000.0,1.7872,167.71,APT,0.0,181.2,1.0,2026-05-31 22:11:46.810970
APT-USD,Hyperliquid,APT/USD,0.9352,0.9362,-1.04,1140253.98529,-49.33,526739.022985,613514.962205,2692,4197,5580247.72,5218647.6677439995,-3.31,-0.00625872,1780239600000.0,4.5767,90.82,APT,0.0,96.03,-0.6259,2026-05-31 22:11:46.810970
APTUSDT,Bitunix,APT/USDT,0.9354,0.9361,-1.01,982833.48913,-55.5,454304.97141,528528.52762,10127,9212,1072581.4,1003292.64156,-13.13,0.006831,1780243200000.0,1.0208,95.22,APT,,,0.6831,2026-05-31 22:11:46.810970
APTUSDTM,KuCoin,APT/USDT,0.9361,0.9357,-0.98,668431.64387,-84.5,328817.70658,339613.92749,7193,7725,5468158.2,5118742.89102,1.0,-0.008,1780243170129.0,7.6578,551.78,APT,,,-0.8,2026-05-31 22:11:46.810970
APT_USDT,Gate,APT/USDT,0.9347,0.93557,-1.09,405403.38851,-67.4,151698.69187,253704.69654,2621,2677,1859835.6,1738388.33532,0.45,0.0045,1780243200000.0,4.288,208.09,APT,9.86,0.0,0.45,2026-05-31 22:11:46.810970
APTUSDT,CoinEx,APT/USDT,0.9355,0.9352,-1.01,238943.5141,-84.34,124959.2043,113984.3198,4556,4378,328145.0,306979.6475,3.29,-0.018383,1780243176382.0,1.2847,559.5,APT,0.0,246.15,-1.8383,2026-05-31 22:11:46.810970
APT_USDC,MEXC,APT/USDC,0.9344,0.9362,-1.03,119663.55171,-76.82,58841.82426,60821.73785,3974,3960,114112.6,106615.40218,-30.97,-0.0071,1780243200000.0,0.891,197.79,APT,,,-0.71,2026-05-31 22:11:46.810970
PF_APTUSD,Kraken,APT/USDT,0.9335,0.93489,-1.33,85855.9047,-74.26,38253.6956,47602.2091,193,233,806684.2,753039.7007,-0.43,-0.0004045929166667,1780239600000.0,8.771,286.83,APT,,,-0.0405,2026-05-31 22:11:46.810970
APT-PERP,Coinbase,APT/USDC,0.932,0.935,-1.38,69639.0508,-66.49,36683.091,32955.9698,380,382,96553.1,89987.4892,-6.83,-0.0022,,1.2922,178.01,APT,,,-0.22,2026-05-31 22:11:46.810970
APT-USDT,HTX,APT/USDT,0.9374,0.9354,-0.99,23076.52394,-38.01,8266.27544,14810.2586,330,963,407472.7,381964.90898,-1.98,0.01,1780243200000.0,16.5521,58.11,APT,0.0,97.99,1.0,2026-05-31 22:11:46.810970
APTUSDT,Aster,APT/USDT,0.9409,0.93615,-0.04,20735.29,48.68,8135.83,12599.46,81,106,164686.3,154953.33967,7.69,0.01,1780243200000.0,7.4729,-27.57,APT,,,1.0,2026-05-31 22:11:46.810970
APT-USD,Extended,APT/USD,0.9413,0.935020383,-0.23,19861.64,-59.61,8767.07,11094.57,36,62,134982.4,125914.755751,-4.71,0.0013,,6.3396,135.94,APT,0.0,1092.83,0.13,2026-05-31 22:11:46.810970
APTUSD,Bybit,APT/USD,0.9329,0.9344,-0.65,7079.0,-72.37,2667.0,4412.0,139,158,304615.06,284480.0,1.39,0.01,1780243200000.0,40.1865,266.99,APT,,,1.0,2026-05-31 22:11:46.810970
APT-USD,dYdX,APT/USD,0.9343,,-0.74,122.48,-98.66,4.69,117.79,2,68,86434.0,80763.9296,-1.23,-0.000315,1780239600000.0,659.405,7295.75,APT,,,-0.0315,2026-05-31 22:11:46.810970
APTUSD-PERP,Crypto.com,APT/USD,0.9378,0.9349,-0.64,50.36,-99.47,0.19,50.17,2,3,14020.7,13148.61246,-0.65,-0.0002489,1780239600000.0,261.0924,18678.22,APT,,,-0.0249,2026-05-31 22:11:46.810970
APT-USDC,Lighter,APT/USDC,0.9449,0.9349,0.35,0.03,-100.0,0.02,0.01,2,1,1036922.64,969418.976136,0.21,0.0012,,32313965.8712,499327194.62,APT,0.0,62.45,0.12,2026-05-31 22:11:46.810970
FARTCOINUSDT,Bybit,FARTCOIN/USDT,0.15917,0.15914,-1.38,20406218.0474,-40.77,9912925.85298,10493292.18482,64830,59022,173938878.0,27685851.21,0.36,0.005,1780243200000.0,1.3567,69.44,FARTCOIN,14056.71,55831.28,0.5,2026-05-31 22:11:46.810970
FARTCOINUSDT,Binance,FARTCOIN/USDT,0.159,0.15920301,-1.43,18522735.99388,-37.48,9346545.87495,9176190.11933,44637,44829,96855157.5,15399970.0425,6.67,-0.007387,1780243200000.0,0.8314,70.61,FARTCOIN,1314.95,16960.52,-0.7387,2026-05-31 22:11:46.810970
FARTCOINUSDT,ApeX Omni,FARTCOIN/USDT,0.1593,0.1591,-1.3,9021488.72,128.85,4264546.07,4756942.65,23262,25268,763562.0,121635.4266,17.7,0.00125,,0.0135,-48.47,FARTCOIN,,,0.125,2026-05-31 22:11:46.810970
FARTCOIN-USDT,BingX,FARTCOIN/USDT,0.1592,0.1591,-1.36,7859296.3820742,-13.27,3914510.1688334,3944786.3233408,433499,433200,42187273.2244,6711995.17,-12.79,0.005,1780243200000.0,0.854,0.55,FARTCOIN,,,0.5,2026-05-31 22:11:46.810970
FARTCOIN_USDT,MEXC,FARTCOIN/USDT,0.15915,0.15939,-1.34,7317158.3144,-3.93,3649925.7849,3667232.5395,9033,8886,77378140.0,12314730.981,14.99,0.005,1780243200000.0,1.683,19.69,FARTCOIN,,,0.5,2026-05-31 22:11:46.810970
FARTCOIN-USDC,BingX,FARTCOIN/USDC,0.159,0.1591,-1.36,6508342.775634,-0.43,3256967.94543,3251374.739704,432501,432192,6184316.3522,983306.3,-1.45,0.0055,1780243200000.0,0.1511,-0.98,FARTCOIN,,,0.55,2026-05-31 22:11:46.810970
